Número;Modelo;Série;CFOP;Emissão;Cliente;Valor;Status;Mensagem retorno;Chave NF-e;Impresso;Carta correção;
099737;99;RP1;5933;11/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099736;99;RP1;5933;11/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099735;99;RP1;5933;11/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099734;99;RP1;5933;11/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099733;99;RP1;5933;11/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099732;99;RP1;5933;11/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099731;99;RP1;5933;11/12/2025;consumidor final;785,00;Normal;;;Não;Não;
099730;99;RP1;5933;11/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099729;99;RP1;5933;11/12/2025;consumidor final;365,00;Normal;;;Não;Não;
099728;99;RP1;5933;11/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099727;99;RP1;5933;11/12/2025;consumidor final;394,00;Normal;;;Não;Não;
099726;99;RP1;5933;11/12/2025;consumidor final;270,00;Normal;;;Não;Não;
099725;99;RP1;5933;11/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099724;99;RP1;5933;11/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099723;99;RP1;5933;10/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099722;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099721;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099720;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099719;99;RP1;5933;10/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099718;99;RP1;5933;10/12/2025;consumidor final;330,00;Normal;;;Não;Não;
099717;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099716;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099715;99;RP1;5933;10/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099714;99;RP1;5933;10/12/2025;consumidor final;345,00;Normal;;;Não;Não;
099713;99;RP1;5933;10/12/2025;consumidor final;133,00;Normal;;;Não;Não;
099712;99;RP1;5933;10/12/2025;consumidor final;525,00;Normal;;;Não;Não;
099711;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099710;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099709;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099708;99;RP1;5933;10/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099707;99;RP1;5933;10/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099706;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099705;99;RP1;5933;10/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099704;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099703;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099702;99;RP1;5933;10/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099701;99;RP1;5933;10/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099700;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099699;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099698;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099697;99;RP1;5933;10/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099696;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099695;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099694;99;RP1;5933;10/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099693;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099692;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099691;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099690;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099689;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099688;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099687;99;RP1;5933;10/12/2025;consumidor final;300,00;Normal;Item da lista de serviço inexistente.;;Não;Não;
099686;99;RP1;5933;10/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099685;99;RP1;5933;10/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099684;99;RP1;5933;10/12/2025;consumidor final;470,00;Normal;;;Não;Não;
099683;99;RP1;5933;10/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099682;99;RP1;5933;10/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099681;99;RP1;5933;10/12/2025;consumidor final;400,00;Normal;;;Não;Não;
099680;99;RP1;5933;10/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099679;99;RP1;5933;10/12/2025;consumidor final;470,00;Normal;;;Não;Não;
099678;99;RP1;5933;10/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099677;99;RP1;5933;09/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099676;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099675;99;RP1;5933;09/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099674;99;RP1;5933;09/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099673;99;RP1;5933;09/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099672;99;RP1;5933;09/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099671;99;RP1;5933;09/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099670;99;RP1;5933;09/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099669;99;RP1;5933;09/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099668;99;RP1;5933;09/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099667;99;RP1;5933;09/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099666;99;RP1;5933;09/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099665;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099664;99;RP1;5933;09/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099663;99;RP1;5933;09/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099662;99;RP1;5933;09/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099661;99;RP1;5933;09/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099660;99;RP1;5933;09/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099659;99;RP1;5933;09/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099658;99;RP1;5933;09/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099657;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099656;99;RP1;5933;09/12/2025;consumidor final;395,00;Normal;;;Não;Não;
099655;99;RP1;5933;09/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099654;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099653;99;RP1;5933;09/12/2025;consumidor final;465,00;Normal;;;Não;Não;
099652;99;RP1;5933;09/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099651;99;RP1;5933;09/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099650;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099649;99;RP1;5933;09/12/2025;consumidor final;365,00;Normal;;;Não;Não;
099648;99;RP1;5933;09/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099647;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099646;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099645;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099644;99;RP1;5933;09/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099643;99;RP1;5933;09/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099642;99;RP1;5933;09/12/2025;consumidor final;445,00;Normal;;;Não;Não;
099641;99;RP1;5933;09/12/2025;consumidor final;1.750,00;Normal;;;Não;Não;
099640;99;RP1;5933;09/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099639;99;RP1;5933;09/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099638;99;RP1;5933;09/12/2025;consumidor final;1.360,00;Normal;;;Não;Não;
099637;99;RP1;5933;09/12/2025;consumidor final;330,00;Normal;;;Não;Não;
099636;99;RP1;5933;09/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099635;99;RP1;5933;09/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099634;99;RP1;5933;09/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099633;99;RP1;5933;09/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099632;99;RP1;5933;09/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099631;99;RP1;5933;09/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099630;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099629;99;RP1;5933;09/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099628;99;RP1;5933;09/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099627;99;RP1;5933;09/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099626;99;RP1;5933;09/12/2025;consumidor final;625,00;Normal;;;Não;Não;
099625;99;RP1;5933;09/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099624;99;RP1;5933;09/12/2025;consumidor final;470,00;Normal;;;Não;Não;
099623;99;RP1;5933;09/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099622;99;RP1;5933;09/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100538;99;RP1;5933;08/12/2025;consumidor final;365,00;Normal;;;Não;Não;
100537;99;RP1;5933;08/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100536;99;RP1;5933;08/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100535;99;RP1;5933;08/12/2025;consumidor final;330,00;Normal;;;Não;Não;
100534;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100533;99;RP1;5933;08/12/2025;consumidor final;180,00;Normal;;;Não;Não;
100532;99;RP1;5933;08/12/2025;consumidor final;280,00;Normal;;;Não;Não;
100531;99;RP1;5933;08/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100530;99;RP1;5933;08/12/2025;consumidor final;300,00;Normal;;;Não;Não;
100529;99;RP1;5933;08/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100528;99;RP1;5933;08/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100527;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100526;99;RP1;5933;08/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100525;99;RP1;5933;08/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100524;99;RP1;5933;08/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100523;99;RP1;5933;08/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099621;99;RP1;5933;08/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099620;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099619;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099618;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099617;99;RP1;5933;08/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099616;99;RP1;5933;08/12/2025;consumidor final;140,00;Normal;;;Não;Não;
099615;99;RP1;5933;08/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099614;99;RP1;5933;08/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099613;99;RP1;5933;08/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099612;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099611;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099610;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099609;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099608;99;RP1;5933;08/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099607;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099606;99;RP1;5933;08/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099605;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099604;99;RP1;5933;08/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099603;99;RP1;5933;08/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099602;99;RP1;5933;08/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099601;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099600;99;RP1;5933;08/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099599;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099598;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099597;99;RP1;5933;08/12/2025;consumidor final;340,00;Normal;;;Não;Não;
099596;99;RP1;5933;08/12/2025;consumidor final;395,00;Normal;;;Não;Não;
099595;99;RP1;5933;08/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099594;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099593;99;RP1;5933;08/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099592;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099591;99;RP1;5933;08/12/2025;consumidor final;340,00;Normal;Item da lista de serviço inexistente.;;Não;Não;
099590;99;RP1;5933;08/12/2025;consumidor final;340,00;Normal;;;Não;Não;
099589;99;RP1;5933;08/12/2025;consumidor final;540,00;Normal;;;Não;Não;
099588;99;RP1;5933;08/12/2025;consumidor final;750,00;Normal;;;Não;Não;
099587;99;RP1;5933;08/12/2025;consumidor final;395,00;Normal;;;Não;Não;
099586;99;RP1;5933;08/12/2025;consumidor final;480,00;Normal;;;Não;Não;
099585;99;RP1;5933;08/12/2025;consumidor final;865,00;Normal;;;Não;Não;
099584;99;RP1;5933;08/12/2025;consumidor final;390,00;Normal;;;Não;Não;
099583;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099582;99;RP1;5933;08/12/2025;consumidor final;270,00;Normal;;;Não;Não;
099581;99;RP1;5933;08/12/2025;consumidor final;3.650,00;Normal;;;Não;Não;
099580;99;RP1;5933;08/12/2025;consumidor final;310,00;Normal;;;Não;Não;
099579;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099578;99;RP1;5933;08/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099577;99;RP1;5933;08/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099576;99;RP1;5933;08/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099575;99;RP1;5933;08/12/2025;consumidor final;680,00;Normal;;;Não;Não;
099574;99;RP1;5933;08/12/2025;consumidor final;530,00;Normal;;;Não;Não;
099573;99;RP1;5933;08/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099572;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099571;99;RP1;5933;08/12/2025;consumidor final;365,00;Normal;;;Não;Não;
099570;99;RP1;5933;08/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099569;99;RP1;5933;08/12/2025;consumidor final;155,00;Normal;;;Não;Não;
099568;99;RP1;5933;08/12/2025;consumidor final;330,00;Normal;;;Não;Não;
099567;99;RP1;5933;08/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099566;99;RP1;5933;08/12/2025;consumidor final;180,00;Normal;;;Não;Não;
099565;99;RP1;5933;08/12/2025;consumidor final;280,00;Normal;;;Não;Não;
099564;99;RP1;5933;08/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099563;99;RP1;5933;08/12/2025;consumidor final;300,00;Normal;;;Não;Não;
099562;99;RP1;5933;08/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099561;99;RP1;5933;08/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099560;99;RP1;5933;08/12/2025;consumidor final;200,00;Normal;;;Não;Não;
099559;99;RP1;5933;08/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099558;99;RP1;5933;08/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099557;99;RP1;5933;08/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099556;99;RP1;5933;08/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100522;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100521;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100520;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100519;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100518;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100517;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100516;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100515;99;RP1;5933;07/12/2025;consumidor final;400,00;Normal;;;Não;Não;
100514;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100513;99;RP1;5933;07/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100512;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100511;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100510;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100509;99;RP1;5933;07/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100508;99;RP1;5933;07/12/2025;consumidor final;640,00;Normal;;;Não;Não;
100507;99;RP1;5933;07/12/2025;consumidor final;230,00;Normal;;;Não;Não;
100506;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100505;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100504;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100503;99;RP1;5933;07/12/2025;consumidor final;300,00;Normal;;;Não;Não;
100502;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100501;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100500;99;RP1;5933;07/12/2025;consumidor final;365,00;Normal;;;Não;Não;
100499;99;RP1;5933;07/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100498;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100497;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100496;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
100495;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100494;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100493;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100492;99;RP1;5933;07/12/2025;consumidor final;435,00;Normal;;;Não;Não;
100491;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100490;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100489;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100488;99;RP1;5933;07/12/2025;consumidor final;480,00;Normal;;;Não;Não;
100487;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100486;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100485;99;RP1;5933;07/12/2025;consumidor final;395,00;Normal;;;Não;Não;
100484;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100483;99;RP1;5933;07/12/2025;consumidor final;330,00;Normal;;;Não;Não;
100482;99;RP1;5933;07/12/2025;consumidor final;410,00;Normal;;;Não;Não;
100481;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
100480;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
100479;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100478;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
100477;99;RP1;5933;07/12/2025;consumidor final;340,00;Normal;;;Não;Não;
100476;99;RP1;5933;07/12/2025;consumidor final;750,00;Normal;;;Não;Não;
100475;99;RP1;5933;07/12/2025;consumidor final;395,00;Normal;;;Não;Não;
100474;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100473;99;RP1;5933;07/12/2025;consumidor final;330,00;Normal;;;Não;Não;
100472;99;RP1;5933;07/12/2025;consumidor final;270,00;Normal;;;Não;Não;
100471;99;RP1;5933;07/12/2025;consumidor final;680,00;Normal;;;Não;Não;
100470;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100469;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100468;99;RP1;5933;07/12/2025;consumidor final;475,00;Normal;;;Não;Não;
100467;99;RP1;5933;07/12/2025;consumidor final;530,00;Normal;;;Não;Não;
100466;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100465;99;RP1;5933;07/12/2025;consumidor final;270,00;Normal;;;Não;Não;
100464;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100463;99;RP1;5933;07/12/2025;consumidor final;380,00;Normal;;;Não;Não;
100462;99;RP1;5933;07/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100461;99;RP1;5933;07/12/2025;consumidor final;475,00;Normal;;;Não;Não;
100460;99;RP1;5933;07/12/2025;consumidor final;300,00;Normal;;;Não;Não;
100459;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100458;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100457;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100456;99;RP1;5933;07/12/2025;consumidor final;180,00;Normal;;;Não;Não;
100455;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100454;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100453;99;RP1;5933;07/12/2025;consumidor final;180,00;Normal;;;Não;Não;
100452;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100451;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100450;99;RP1;5933;07/12/2025;consumidor final;365,00;Normal;;;Não;Não;
100449;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100448;99;RP1;5933;07/12/2025;consumidor final;280,00;Normal;;;Não;Não;
100447;99;RP1;5933;07/12/2025;consumidor final;365,00;Normal;;;Não;Não;
100446;99;RP1;5933;07/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100445;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
100444;99;RP1;5933;07/12/2025;consumidor final;280,00;Normal;;;Não;Não;
100443;99;RP1;5933;07/12/2025;consumidor final;210,00;Normal;;;Não;Não;
100442;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100441;99;RP1;5933;07/12/2025;consumidor final;400,00;Normal;;;Não;Não;
100440;99;RP1;5933;07/12/2025;consumidor final;420,00;Normal;;;Não;Não;
100439;99;RP1;5933;07/12/2025;consumidor final;1.150,00;Normal;;;Não;Não;
100438;99;RP1;5933;07/12/2025;consumidor final;625,00;Normal;;;Não;Não;
100437;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100436;99;RP1;5933;07/12/2025;consumidor final;280,00;Normal;;;Não;Não;
100435;99;RP1;5933;07/12/2025;consumidor final;400,00;Normal;;;Não;Não;
100434;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100433;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100432;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100431;99;RP1;5933;07/12/2025;consumidor final;540,00;Normal;;;Não;Não;
100430;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100429;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
100428;99;RP1;5933;07/12/2025;consumidor final;280,00;Normal;;;Não;Não;
100427;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100426;99;RP1;5933;07/12/2025;consumidor final;310,00;Normal;;;Não;Não;
100425;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100424;99;RP1;5933;07/12/2025;consumidor final;420,00;Normal;;;Não;Não;
100423;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100422;99;RP1;5933;07/12/2025;consumidor final;330,00;Normal;;;Não;Não;
100421;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100420;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100419;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
100418;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100417;99;RP1;5933;07/12/2025;consumidor final;176,00;Normal;;;Não;Não;
100416;99;RP1;5933;07/12/2025;consumidor final;155,00;Normal;;;Não;Não;
100415;99;RP1;5933;07/12/2025;consumidor final;400,00;Normal;;;Não;Não;
100414;99;RP1;5933;07/12/2025;consumidor final;200,00;Normal;;;Não;Não;
100413;99;RP1;5933;07/12/2025;consumidor final;180,00;Normal;;;Não;Não;
100412;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
100411;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100410;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
100409;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099555;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099554;99;RP1;5933;07/12/2025;consumidor final;235,00;Normal;;;Não;Não;
099553;99;RP1;5933;07/12/2025;consumidor final;255,00;Normal;;;Não;Não;
099552;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
099551;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099550;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099549;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099548;99;RP1;5933;07/12/2025;consumidor final;400,00;Normal;;;Não;Não;
099547;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099546;99;RP1;5933;07/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099545;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099544;99;RP1;5933;07/12/2025;consumidor final;130,00;Normal;;;Não;Não;
099543;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099542;99;RP1;5933;07/12/2025;consumidor final;210,00;Normal;;;Não;Não;
099541;99;RP1;5933;07/12/2025;consumidor final;640,00;Normal;;;Não;Não;
099540;99;RP1;5933;07/12/2025;consumidor final;230,00;Normal;;;Não;Não;
099539;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099538;99;RP1;5933;07/12/2025;consumidor final;195,00;Normal;;;Não;Não;
099537;99;RP1;5933;07/12/2025;consumidor final;165,00;Normal;;;Não;Não;
